,effective_capacity_MW_end
33180,72.19322761465459
33231,82.69272403619782
33282,90.32686862992527
33333,70.70609306693547
33384,93.72253652927445
33435,99.01643203634919
33486,99.01643203634919
33537,99.01643203634919
33588,99.01643203634919
33639,24.41869711203624
33690,58.13091903459095
33741,99.01643203634919
33792,20.136236917471344
33843,99.01643203634919
33894,41.09860793005509
33945,99.01643203634919
33996,66.55555636925331
34047,99.01643203634919
34098,84.44092195725018
34149,47.053522755500886
34200,87.82672892472164
34251,89.60448692300898
34302,91.71433524844888
34353,99.01643203634919
34404,47.904190788668274
34455,31.996835989348874
34506,99.01643203634919
34557,99.01643203634919
34608,41.19806665883502
34659,99.01643203634919
34710,67.48542798733733
34761,82.53462218811293
34812,71.32781767806861
34863,34.973786011717316
34914,80.09504490434283
34965,52.04574540782357
35016,99.01643203634919
35067,99.01643203634919
35118,75.28376995910901
35169,71.14497474049035
35220,91.90363397340467
35271,99.01643203634919
35322,99.01643203634919
35373,99.01643203634919
35424,26.89722353191199
35475,84.3975278806738
35526,81.3026163824946
35577,60.26174471563172
35628,99.01643203634919
35679,99.01643203634919
35730,99.01643203634919
35781,87.68956916509454
35832,91.98347844825251
35883,60.99563130285652
35934,19.355790879883426
35985,99.01643203634919
36036,99.01643203634919
36087,99.01643203634919
36138,93.58740282126041
36189,66.09229892339106
36240,37.72966239059003
36291,74.44749558194057
36342,43.27693522924778
36393,64.80257235842105
36444,71.28540481932347
36495,77.25181953595659
36546,64.37922513596848
36597,92.44480849437934
36648,81.58754764571049
36699,99.01643203634919
36750,99.01643203634919
36801,70.11698397403264
36852,92.7212756200644
36903,99.01643203634919
36954,91.22041324495363
37005,99.01643203634919
37056,28.000399525723974
37107,99.01643203634919
37158,86.41986834289084
37209,37.071657131634566
37260,99.01643203634919
37311,23.57410581442946
37362,83.81595533485988
37413,91.96279545108486
37464,99.01643203634919
37515,78.15021137719064
37566,99.01643203634919
37617,94.08823759896684
37668,69.98129003953474
37719,87.8364942631199
37770,49.77102334457569
37821,40.002704758733636
37872,99.01643203634919
37923,76.04189574341207
37974,41.1022371369581
38025,99.01643203634919
38076,99.01643203634919
38127,87.46912942873671
38178,99.01643203634919
38229,87.6883581803892
38280,66.47064954802164
38331,99.01643203634919
38382,74.9710137103569
38433,64.86321698791954
38484,86.99507638757075
38535,93.79786691394465
38586,68.30159649456435
38637,26.456724254784763
38688,99.01643203634919
38739,99.01643203634919
38790,93.70757330232888
38841,52.15307281098224
38892,44.96917925655605
38943,68.11941229283131
38994,93.040644675364
39045,40.739502034085184
39096,85.6330722357857
39147,33.80441991620723
39198,99.01643203634919
39249,99.01643203634919
39300,99.01643203634919
39351,58.62129630789826
39402,26.297983973924058
39453,99.01643203634919
39504,73.07749278989294
39555,99.01643203634919
39606,99.01643203634919
39657,99.01643203634919
39708,90.76539365346531
39759,97.7737989995727
39810,99.01643203634919
39861,74.03572927350146
39912,99.01643203634919
39963,90.96906394431966
40014,99.01643203634919
40065,99.01643203634919
40116,38.12634057637024
40167,99.01643203634919
40218,53.21936523958257
40269,82.26194759397836
40320,89.29436214187052
40371,91.12204265362537
40422,99.01643203634919
40473,99.01643203634919
40524,41.12231372881498
40575,99.01643203634919
40626,75.25588406289214
40677,55.00688303881829
40728,99.01643203634919
40779,27.82266096815101
40830,60.2258027140023
40881,80.03656263310772
40932,99.01643203634919
40983,99.01643203634919
41034,74.34834131004546
41085,73.98606850144874
41136,99.01643203634919
41187,92.17526020204
41238,77.02015393560328
41289,53.72516100343309
41340,94.47169619058532
41391,99.01643203634919
41442,99.01643203634919
41493,99.01643203634919
41544,99.01643203634919
41595,99.01643203634919
41646,44.14319456998392
41697,99.01643203634919
41748,99.01643203634919
41799,99.01643203634919
41850,99.01643203634919
41901,86.60551945149335
41952,68.83193523131109
42003,81.39650346751736
42054,74.76904246393273
42105,99.01643203634919
42156,99.01643203634919
42207,99.01643203634919
42258,46.8376334379087
42309,48.97029585639343
42360,75.51352115288374
42411,52.23465636324955
42462,99.01643203634919
42513,99.01643203634919
42564,73.03522145313066
42615,38.72816583855641
42666,78.86374470833
42717,99.01643203634919
42768,77.27258581388315
42819,99.01643203634919
42870,99.01643203634919
42921,32.05214818151821
42972,99.01643203634919
43023,99.01643203634919
43074,47.18314384906813
43125,57.922205428868295
43176,92.63848927520746
43227,99.01643203634919
43278,53.027438837796616
43329,38.03288331385019
43380,90.0752849056998
43431,99.01643203634919
43482,99.01643203634919
43533,99.01643203634919
43584,48.28145704368139
43635,90.39978579967367
43686,99.01643203634919
43737,86.26038492280773
43788,79.7023263004255
43839,73.54173772006773
43890,99.01643203634919
43941,99.01643203634919
43992,99.01643203634919
44043,99.01643203634919
44094,99.01643203634919
44145,79.49446390533723
44196,99.01643203634919
44247,99.01643203634919
44298,72.43503015196269
44349,99.01643203634919
44400,77.51454025550679
44451,86.86696189576321
44502,99.01643203634919
44553,27.63071954322371
44604,84.02962868655291
44655,99.01643203634919
44706,89.04757017921315
44757,99.01643203634919
44808,99.01643203634919
44859,99.01643203634919
44910,81.36070061449739
44961,99.01643203634919
45012,99.01643203634919
45063,99.01643203634919
45114,36.46162077771501
45165,30.133319058649377
45216,90.34754990255963
45267,29.05528539579398
45318,99.01643203634919
45369,99.01643203634919
45420,99.01643203634919
45471,99.01643203634919
45522,89.23955767476308
45573,99.01643203634919
45624,83.30597378441746
45675,99.01643203634919
45726,99.01643203634919
45777,62.493391732853645
45828,99.01643203634919
45879,99.01643203634919
45930,46.53822151982154
45981,91.10297158274366
46032,23.072550116056338
46083,76.62157410052056
46134,99.01643203634919
46185,54.73723222660904
46236,99.01643203634919
46287,41.055546199713234
46338,99.01643203634919
46389,99.01643203634919
46440,28.836903121217638
46491,19.937435907261644
46542,28.817068126164607
46593,49.76650950243049
46644,97.80388725119775
46695,72.10023678023376
46746,84.54664167467885
46797,84.70413972791295
46848,75.5071883752609
46899,99.01643203634919
46950,99.01643203634919
47001,68.94624119121234
47052,57.628010750121696
47103,99.01643203634919
47154,85.38580696115787
47205,88.70221134877372
47256,29.34766496083283
47307,94.78855997377107
47358,99.01643203634919
47409,48.49645584428753
47460,99.01643203634919
47511,91.6091521384599
47562,72.96393076217312
47613,91.45876345778909
47664,37.398591327093605
47715,99.01643203634919
47766,99.01643203634919
47817,87.74579372063108
47868,99.01643203634919
47919,99.01643203634919
47970,47.092590605358936
48021,80.35853043293706
48072,81.4089820961836
48123,80.55099839128164
48174,61.876469671207964
48225,99.01643203634919
48276,70.744146932569
48327,99.01643203634919
48378,59.695529986472636
48429,99.01643203634919
48480,81.27948110170244
48531,87.17699836568332
48582,99.01643203634919
48633,56.39418487279637
48684,79.77505616259563
48735,99.01643203634919
48786,63.67470493139323
48837,50.726954031911404
48888,99.01643203634919
48939,82.9086702805357
48990,99.01643203634919
49041,50.270532446846126
49092,81.83939750588074
49143,90.05598764085484
49194,99.01643203634919
49245,99.01643203634919
49296,99.01643203634919
49347,73.71099285991608
49398,72.36941550612119
49449,77.2975653334822
49500,45.37562781419719
49551,99.01643203634919
49602,99.01643203634919
49653,86.02836822749673
49704,99.01643203634919
49755,42.544559718439466
49806,99.01643203634919
49857,45.09268253309643
49908,99.01643203634919
49959,99.01643203634919
50010,87.31789065090753
50061,94.61227315002068
50112,99.01643203634919
50163,77.94289198754538
50214,50.43298838015407
50265,99.01643203634919
50316,78.51533719546401
50367,99.01643203634919
50418,85.3163354533006
50469,99.01643203634919
50520,35.68008313152395
50571,90.39888495502748
50622,71.4632293618822
50673,99.01643203634919
50724,72.14455830854232
50775,80.4171442964146
50826,57.11260500837069
50877,36.32321643284523
50928,73.8490274976649
50979,99.01643203634919
51030,52.9755110568373
51081,83.7422773515725
51132,71.68241645874356
51183,91.45903985267793
51234,99.01643203634919
51285,83.5133465708585
51336,99.01643203634919
51387,54.76847733565637
51438,99.01643203634919
